_id.$oid,cast
573a1396f29313caabce5737,Terence Hill
573a1396f29313caabce5737,Bud Spencer
573a1396f29313caabce5737,Jean-Pierre Aumont
573a1396f29313caabce5737,Robert Loggia
573a1396f29313caabce574d,Jack Lemmon
573a1396f29313caabce574d,Anne Bancroft
573a1396f29313caabce574d,Gene Saks
573a1396f29313caabce574d,Elizabeth Wilson
573a1396f29313caabce5750,Vittorio Gassman
573a1396f29313caabce5750,Alessandro Momo
573a1396f29313caabce5750,Agostina Belli
573a1396f29313caabce5750,Moira Orfei
573a1396f29313caabce5751,Evgeniy Leonov
573a1396f29313caabce5751,Vladimir Samoylov
573a1396f29313caabce5751,Oleg Yankovskiy
573a1396f29313caabce5751,Mikhail Gluzskiy
573a1396f29313caabce5754,Josè Luis Lèpez Vèzquez
573a1396f29313caabce5754,Lina Canalejas
573a1396f29313caabce5754,Fernando Delgado
573a1396f29313caabce5754,Marèa Clara Fernèndez de Loaysa
573a1396f29313caabce5756,Daniel Olbrychski
573a1396f29313caabce5756,Malgorzata Braunek
573a1396f29313caabce5756,Tadeusz Lomnicki
573a1396f29313caabce5756,Kazimierz Wichniarz
573a1396f29313caabce577b,Peter Sellers
573a1396f29313caabce577b,Christopher Plummer
573a1396f29313caabce577b,Catherine Schell
573a1396f29313caabce577b,Herbert Lom
573a1396f29313caabce57ce,Rolv Wesenlund
573a1396f29313caabce57ce,Aud Schènemann
573a1396f29313caabce57ce,Finn Mehlum
573a1396f29313caabce57ce,Per Christensen
573a1396f29313caabce57e1,Soumitra Chatterjee
573a1396f29313caabce57e1,Santanu Bagchi
573a1396f29313caabce57e1,Ajoy Banerjee
573a1396f29313caabce57e1,Haradhan Bannerjee
573a1396f29313caabce57e3,Jean-Paul Belmondo
573a1396f29313caabce57e3,Franèois Pèrier
573a1396f29313caabce57e3,Anny Duperey
573a1396f29313caabce57e3,Michael Lonsdale
573a1396f29313caabce57f2,Boris Tokarev
573a1396f29313caabce57f2,Tatyana Drubich
573a1396f29313caabce57f2,Irina Malysheva
573a1396f29313caabce57f2,Yuri Agilin
573a1396f29313caabce57f7,David Essex
573a1396f29313caabce57f7,Adam Faith
573a1396f29313caabce57f7,Larry Hagman
573a1396f29313caabce57f7,Ines Des Longchamps
573a1396f29313caabce5806,Angela Pleasence
573a1396f29313caabce5806,Peter Vaughan
573a1396f29313caabce5806,Lorna Heilbron
573a1396f29313caabce5806,Nancy Nevinson
573a1396f29313caabce5808,Mari Tèrècsik
573a1396f29313caabce5808,Gyèrgy Cserhalmi
573a1396f29313caabce5808,Jèzsef Madaras
573a1396f29313caabce5808,Mèria Bajcsay
573a1396f29313caabce580f,Goldie Hawn
573a1396f29313caabce580f,Ben Johnson
573a1396f29313caabce580f,Michael Sacks
573a1396f29313caabce580f,William Atherton
573a1396f29313caabce5811,Walter Matthau
573a1396f29313caabce5811,Robert Shaw
573a1396f29313caabce5811,Martin Balsam
573a1396f29313caabce5811,Hector Elizondo
573a1396f29313caabce582d,Oliver Reed
573a1396f29313caabce582d,Raquel Welch
573a1396f29313caabce582d,Richard Chamberlain
573a1396f29313caabce582d,Michael York
573a1396f29313caabce582e,Marilyn Burns
573a1396f29313caabce582e,Allen Danziger
573a1396f29313caabce582e,Paul A. Partain
573a1396f29313caabce582e,William Vail
573a1396f29313caabce582f,Fred Astaire
573a1396f29313caabce582f,Bing Crosby
573a1396f29313caabce582f,Gene Kelly
573a1396f29313caabce582f,Peter Lawford
573a1396f29313caabce5831,Keith Carradine
573a1396f29313caabce5831,Shelley Duvall
573a1396f29313caabce5831,John Schuck
573a1396f29313caabce5831,Bert Remsen
573a1396f29313caabce5846,Marthe Keller
573a1396f29313caabce5846,Andrè Dussollier
573a1396f29313caabce5846,Charles Denner
573a1396f29313caabce5846,Carla Gravina
573a1396f29313caabce5852,Steve McQueen
573a1396f29313caabce5852,Paul Newman
573a1396f29313caabce5852,William Holden
573a1396f29313caabce5852,Faye Dunaway
573a1396f29313caabce58b6,Sebastian Cabot
573a1396f29313caabce58b6,Dori Whitaker
573a1396f29313caabce58b6,Paul Winchell
573a1396f29313caabce58b6,Sterling Holloway
573a1396f29313caabce58bf,Peter Falk
573a1396f29313caabce58bf,Gena Rowlands
573a1396f29313caabce58bf,Fred Draper
573a1396f29313caabce58bf,Lady Rowlands
573a1396f29313caabce58cb,Gene Wilder
573a1396f29313caabce58cb,Peter Boyle
573a1396f29313caabce58cb,Marty Feldman
573a1396f29313caabce58cb,Madeline Kahn
573a1396f29313caabce58cd,Daniel Olbrychski
573a1396f29313caabce58cd,Wojciech Pszoniak
573a1396f29313caabce58cd,Andrzej Seweryn
573a1396f29313caabce58cd,Anna Nehrebecka
573a1396f29313caabce58cf,Gene Hackman
573a1396f29313caabce58cf,Liv Ullmann
573a1396f29313caabce58cf,Eileen Heckart
573a1396f29313caabce58cf,Susan Tyrrell
573a1396f29313caabce58da,Shintarè Katsu
573a1396f29313caabce58da,Yukiyo Toake
573a1396f29313caabce58da,Eiji Okada
573a1396f29313caabce58da,Kei Satè
573a1396f29313caabce5965,Gian Maria Volontè
573a1396f29313caabce5965,Diana Bracho
573a1396f29313caabce5965,Claudio Obregèn
573a1396f29313caabce5965,Eduardo Lèpez Rojas
573a1396f29313caabce5988,Ugo Tognazzi
573a1396f29313caabce5988,Gastone Moschin
573a1396f29313caabce5988,Philippe Noiret
573a1396f29313caabce5988,Duilio Del Prete
573a1396f29313caabce5994,Margit Carstensen
573a1396f29313caabce5994,Ulrich Faulhaber
573a1396f29313caabce5994,Brigitte Mira
573a1396f29313caabce5994,Irm Hermann
573a1396f29313caabce59c0,Ryan O'Neal
573a1396f29313caabce59c0,Marisa Berenson
573a1396f29313caabce59c0,Patrick Magee
573a1396f29313caabce59c0,Hardy Krèger
573a1396f29313caabce59c5,Maja Komorowska
573a1396f29313caabce59c5,Piotr Fronczewski
573a1396f29313caabce59c5,Marek Piwowski
573a1396f29313caabce59c5,Zofia Mrozowska
573a1396f29313caabce59d4,Gene Hackman
573a1396f29313caabce59d4,Candice Bergen
573a1396f29313caabce59d4,James Coburn
573a1396f29313caabce59d4,Ben Johnson
573a1396f29313caabce59d6,Cathryn Harrison
573a1396f29313caabce59d6,Therese Giehse
573a1396f29313caabce59d6,Alexandra Stewart
573a1396f29313caabce59d6,Joe Dallesandro
573a1396f29313caabce59d7,Salvador Allende
573a1396f29313caabce59d7,Abilio Fernèndez
573a1396f29313caabce59df,Don Johnson
573a1396f29313caabce59df,Susanne Benton
573a1396f29313caabce59df,Jason Robards
573a1396f29313caabce59df,Tim McIntire
573a1396f29313caabce59e6,Charles Bronson
573a1396f29313caabce59e6,Robert Duvall
573a1396f29313caabce59e6,Jill Ireland
573a1396f29313caabce59e6,Randy Quaid
573a1396f29313caabce59ef,Bradford Dillman
573a1396f29313caabce59ef,Joanna Miles
573a1396f29313caabce59ef,Richard Gilliland
573a1396f29313caabce59ef,Jamie Smith-Jackson
573a1396f29313caabce5a1a,Yorgo Voyagis
573a1396f29313caabce5a1a,Mohammed Lakhdar-Hamina
573a1396f29313caabce5a1a,Leila Shenna
573a1396f29313caabce5a1a,Cheikh Nourredine
573a1396f29313caabce5a31,Anthony Sharp
573a1396f29313caabce5a31,Susan Penhaligon
573a1396f29313caabce5a31,Stephanie Beacham
573a1396f29313caabce5a31,Norman Eshley
573a1396f29313caabce5a49,Marie-Christine Barrault
573a1396f29313caabce5a49,Victor Lanoux
573a1396f29313caabce5a49,Marie-France Pisier
573a1396f29313caabce5a49,Guy Marchand
573a1396f29313caabce5a56,Shashi Kapoor
573a1396f29313caabce5a56,Amitabh Bachchan
573a1396f29313caabce5a56,Neetu Singh
573a1396f29313caabce5a56,Nirupa Roy
573a1396f29313caabce5a5e,Donald Sutherland
573a1396f29313caabce5a5e,Karen Black
573a1396f29313caabce5a5e,Burgess Meredith
573a1396f29313caabce5a5e,William Atherton
573a1396f29313caabce5a69,Ernest Borgnine
573a1396f29313caabce5a69,Eddie Albert
573a1396f29313caabce5a69,Ida Lupino
573a1396f29313caabce5a69,William Shatner
573a1396f29313caabce5a73,Penelope Allen
573a1396f29313caabce5a73,Sully Boyar
573a1396f29313caabce5a73,John Cazale
573a1396f29313caabce5a73,Beulah Garrick
573a1396f29313caabce5a79,Ron Ely
573a1396f29313caabce5a79,Paul Gleason
573a1396f29313caabce5a79,William Lucking
573a1396f29313caabce5a79,Michael Miller
573a1396f29313caabce5a89,Roger Carel
573a1396f29313caabce5a89,Jacques Morel
573a1396f29313caabce5a89,Pierre Tornade
573a1396f29313caabce5a89,Henri Labussière
573a1396f29313caabce5a94,Paul Newman
573a1396f29313caabce5a94,Joanne Woodward
573a1396f29313caabce5a94,Anthony Franciosa
573a1396f29313caabce5a94,Murray Hamilton
573a1396f29313caabce5a9b,Grazyna Dlugolecka
573a1396f29313caabce5a9b,Jerzy Zelnik
573a1396f29313caabce5a9b,Olgierd Lukaszewicz
573a1396f29313caabce5a9b,Roman Wilhelmi
573a1396f29313caabce5ac4,Orson Welles
573a1396f29313caabce5ac4,Oja Kodar
573a1396f29313caabce5ac4,Franèois Reichenbach
573a1396f29313caabce5ac4,Elmyr de Hory
573a1396f29313caabce5ac8,Peter Chatel
573a1396f29313caabce5ac8,Rainer Werner Fassbinder
573a1396f29313caabce5ac8,Karlheinz Bèhm
573a1396f29313caabce5ac8,Adrian Hoven
573a1396f29313caabce5aca,Vera Tschechowa
573a1396f29313caabce5aca,John Moore
573a1396f29313caabce5aca,Niki Triantafillidi
573a1396f29313caabce5ace,Robert Mitchum
573a1396f29313caabce5ace,Charlotte Rampling
573a1396f29313caabce5ace,John Ireland
573a1396f29313caabce5ace,Sylvia Miles
573a1396f29313caabce5ae9,Oliver Reed
573a1396f29313caabce5ae9,Raquel Welch
573a1396f29313caabce5ae9,Richard Chamberlain
573a1396f29313caabce5ae9,Michael York
573a1396f29313caabce5af8,Gene Hackman
573a1396f29313caabce5af8,Fernando Rey
573a1396f29313caabce5af8,Bernard Fresson
573a1396f29313caabce5af8,Philippe Lèotard
573a1396f29313caabce5afe,Balraj Sahni
573a1396f29313caabce5afe,A.K. Hangal
573a1396f29313caabce5afe,Gita Siddharth
573a1396f29313caabce5afe,Jamal Hashmi
573a1396f29313caabce5b00,Terence Hill
573a1396f29313caabce5b00,Miou-Miou
573a1396f29313caabce5b00,Robert Charlebois
573a1396f29313caabce5b00,Patrick McGoohan
573a1396f29313caabce5b02,Barbra Streisand
573a1396f29313caabce5b02,James Caan
573a1396f29313caabce5b02,Omar Sharif
573a1396f29313caabce5b02,Roddy McDowall
573a1396f29313caabce5b19,Peter Cushing
573a1396f29313caabce5b19,John Hurt
573a1396f29313caabce5b19,Alexandra Bastedo
573a1396f29313caabce5b19,Gwen Watford
573a1396f29313caabce5b30,Edith 'Little Edie' Bouvier Beale
573a1396f29313caabce5b30,Edith Bouvier Beale
573a1396f29313caabce5b30,Brooks Hyers
573a1396f29313caabce5b30,Norman Vincent Peale
573a1396f29313caabce5b41,Jeff Bridges
573a1396f29313caabce5b41,Andy Griffith
573a1396f29313caabce5b41,Donald Pleasence
573a1396f29313caabce5b41,Blythe Danner
573a1396f29313caabce5b43,Julie Harris
573a1396f29313caabce5b43,Jeannette Clift
573a1396f29313caabce5b43,Arthur O'Connell
573a1396f29313caabce5b43,Robert Rietty
573a1396f29313caabce5b4d,Steven Keats
573a1396f29313caabce5b4d,Carol Kane
573a1396f29313caabce5b4d,Mel Howard
573a1396f29313caabce5b4d,Dorrie Kavanaugh
573a1396f29313caabce5b54,Isabelle Adjani
573a1396f29313caabce5b54,Bruce Robinson
573a1396f29313caabce5b54,Sylvia Marriott
573a1396f29313caabce5b54,Joseph Blatchley
573a1396f29313caabce5b5c,Lee Remick
573a1396f29313caabce5b5c,Monte Markham
573a1396f29313caabce5b5c,Jill Clayburgh
573a1396f29313caabce5b5c,Alex Rocco
573a1396f29313caabce5b5f,George C. Scott
573a1396f29313caabce5b5f,Anne Bancroft
573a1396f29313caabce5b5f,William Atherton
573a1396f29313caabce5b5f,Roy Thinnes
573a1396f29313caabce5b6e,James Whitmore
573a1396f29313caabce5b6e,Sam Elliott
573a1396f29313caabce5b6e,Ned Romero
573a1396f29313caabce5b6e,Linda Redfearn
573a1396f29313caabce5b7a,Delphine Seyrig
573a1396f29313caabce5b7a,Michael Lonsdale
573a1396f29313caabce5b7a,Mathieu Carrière
573a1396f29313caabce5b7a,Claude Mann
573a1396f29313caabce5b83,Rèdiger Vogler
573a1396f29313caabce5b83,Hanns Zischler
573a1396f29313caabce5b83,Lisa Kreuzer
573a1396f29313caabce5b83,Rudolf Schèndler
573a1396f29313caabce5b86,Andrey Myagkov
573a1396f29313caabce5b86,Barbara Brylska
573a1396f29313caabce5b86,Yuriy Yakovlev
573a1396f29313caabce5b86,Aleksandr Shirvindt
573a1396f29313caabce5b90,Romy Schneider
573a1396f29313caabce5b90,Fabio Testi
573a1396f29313caabce5b90,Jacques Dutronc
573a1396f29313caabce5b90,Claude Dauphin
573a1396f29313caabce5b91,Kirk Douglas
573a1396f29313caabce5b91,Alexis Smith
573a1396f29313caabce5b91,David Janssen
573a1396f29313caabce5b91,George Hamilton
573a1396f29313caabce5ba0,Roy Scheider
573a1396f29313caabce5ba0,Robert Shaw
573a1396f29313caabce5ba0,Richard Dreyfuss
573a1396f29313caabce5ba0,Lorraine Gary
573a1397f29313caabce5bb5,Jane Birkin
573a1397f29313caabce5bb5,Joe Dallesandro
573a1397f29313caabce5bb5,Hugues Quester
573a1397f29313caabce5bb5,Reinhard Kolldehoff
573a1397f29313caabce5bc1,Philippe Noiret
573a1397f29313caabce5bc1,Michel Galabru
573a1397f29313caabce5bc1,Isabelle Huppert
573a1397f29313caabce5bc1,Jean-Claude Brialy
573a1397f29313caabce5be7,Sidney Poitier
573a1397f29313caabce5be7,Bill Cosby
573a1397f29313caabce5be7,Calvin Lockhart
573a1397f29313caabce5be7,John Amos
573a1397f29313caabce5be9,Elizabeth Montgomery
573a1397f29313caabce5be9,Fionnula Flanagan
573a1397f29313caabce5be9,Ed Flanders
573a1397f29313caabce5be9,Katherine Helmond
573a1397f29313caabce5c04,Woody Allen
573a1397f29313caabce5c04,Diane Keaton
573a1397f29313caabce5c04,Georges Adet
573a1397f29313caabce5c04,Frank Adu
573a1397f29313caabce5c08,Yossi Yadin
573a1397f29313caabce5c08,Len Birman
573a1397f29313caabce5c08,Marilyn Lightstone
573a1397f29313caabce5c08,Jeff Lynas
573a1397f29313caabce5c20,Sean Connery
573a1397f29313caabce5c20,Michael Caine
573a1397f29313caabce5c20,Christopher Plummer
573a1397f29313caabce5c20,Saeed Jaffrey
573a1397f29313caabce5c28,James Mason
573a1397f29313caabce5c28,Susan George
573a1397f29313caabce5c28,Perry King
573a1397f29313caabce5c28,Richard Ward
573a1397f29313caabce5c3a,Maximilian Schell
573a1397f29313caabce5c3a,Lois Nettleton
573a1397f29313caabce5c3a,Lawrence Pressman
573a1397f29313caabce5c3a,Luther Adler
573a1397f29313caabce5c4a,Antti Litja
573a1397f29313caabce5c4a,Kirsti Wallasvaara
573a1397f29313caabce5c4a,Matti Ruohola
573a1397f29313caabce5c4a,Vivi-Ann Sjègren
573a1397f29313caabce5c5b,Kasu Asfaw
573a1397f29313caabce5c5b,Gebru Kasa
573a1397f29313caabce5c5b,Worke Kasa
573a1397f29313caabce5c5b,Melaku Makonen
573a1397f29313caabce5c78,Brigitte Mira
573a1397f29313caabce5c78,Ingrid Caven
573a1397f29313caabce5c78,Margit Carstensen
573a1397f29313caabce5c78,Karlheinz Bèhm
573a1397f29313caabce5c7c,John Hurt
573a1397f29313caabce5c7c,Liz Gebhardt
573a1397f29313caabce5c7c,Patricia Hodge
573a1397f29313caabce5c7c,Stanley Lebor
573a1397f29313caabce5c88,David Arkin
573a1397f29313caabce5c88,Barbara Baxley
573a1397f29313caabce5c88,Ned Beatty
573a1397f29313caabce5c88,Karen Black
573a1397f29313caabce5c94,Gene Hackman
573a1397f29313caabce5c94,Jennifer Warren
573a1397f29313caabce5c94,Edward Binns
573a1397f29313caabce5c94,Harris Yulin
573a1397f29313caabce5c95,Vic Morrow
573a1397f29313caabce5c95,Cliff De Young
573a1397f29313caabce5c95,Michael Constantine
573a1397f29313caabce5c95,Walter McGinn
573a1397f29313caabce5ca8,Jason Miller
573a1397f29313caabce5ca8,Linda Haynes
573a1397f29313caabce5ca8,Victor French
573a1397f29313caabce5ca8,John Hillerman
573a1397f29313caabce5cb2,Marilyn Hassett
573a1397f29313caabce5cb2,Beau Bridges
573a1397f29313caabce5cb2,Belinda Montgomery
573a1397f29313caabce5cb2,Nan Martin
573a1397f29313caabce5cb3,Michael Berryman
573a1397f29313caabce5cb3,Peter Brocco
573a1397f29313caabce5cb3,Dean R. Brooks
573a1397f29313caabce5cb3,Alonzo Brown
573a1397f29313caabce5cb5,Vasiliy Shukshin
573a1397f29313caabce5cb5,Vyacheslav Tikhonov
573a1397f29313caabce5cb5,Sergey Bondarchuk
573a1397f29313caabce5cb5,Georgiy Burkov
573a1397f29313caabce5cba,Brian Stirner
573a1397f29313caabce5cba,Davyd Harries
573a1397f29313caabce5cba,Nicholas Ball
573a1397f29313caabce5cba,Julie Neesam
573a1397f29313caabce5cc0,Kiyoshi Atsumi
573a1397f29313caabce5cc0,Chieko Baishè
573a1397f29313caabce5cc0,Ruriko Asaoka
573a1397f29313caabce5cc0,Eiji Funakoshi
573a1397f29313caabce5ce9,Marcello Mastroianni
573a1397f29313caabce5ce9,Franèoise Fabian
573a1397f29313caabce5ce9,Marthe Keller
573a1397f29313caabce5ce9,Barbara Bouchet
573a1397f29313caabce5cf3,Rachel Roberts
573a1397f29313caabce5cf3,Vivean Gray
573a1397f29313caabce5cf3,Helen Morse
573a1397f29313caabce5cf3,Kirsty Child
573a1397f29313caabce5d05,Jack Nicholson
573a1397f29313caabce5d05,Maria Schneider
573a1397f29313caabce5d05,Jenny Runacre
573a1397f29313caabce5d05,Ian Hendry
573a1397f29313caabce5d06,Kirk Douglas
573a1397f29313caabce5d06,Bruce Dern
573a1397f29313caabce5d06,Bo Hopkins
573a1397f29313caabce5d06,James Stacy
573a1397f29313caabce5d12,David Hemmings
573a1397f29313caabce5d12,Daria Nicolodi
573a1397f29313caabce5d12,Gabriele Lavia
573a1397f29313caabce5d12,Macha Mèril
573a1397f29313caabce5d34,Tim Curry
573a1397f29313caabce5d34,Susan Sarandon
573a1397f29313caabce5d34,Barry Bostwick
573a1397f29313caabce5d34,Richard O'Brien
573a1397f29313caabce5d41,James Caan
573a1397f29313caabce5d41,John Houseman
573a1397f29313caabce5d41,Maud Adams
573a1397f29313caabce5d41,John Beck
573a1397f29313caabce5d54,Yves Montand
573a1397f29313caabce5d54,Catherine Deneuve
573a1397f29313caabce5d54,Luigi Vannucchi
573a1397f29313caabce5d54,Tony Roberts
573a1397f29313caabce5d56,Komaki Kurihara
573a1397f29313caabce5d56,Yèko Takahashi
573a1397f29313caabce5d56,Kinuyo Tanaka
573a1397f29313caabce5d56,Takiko Mizunoe
573a1397f29313caabce5d6e,Warren Beatty
573a1397f29313caabce5d6e,Julie Christie
573a1397f29313caabce5d6e,Goldie Hawn
573a1397f29313caabce5d6e,Lee Grant
573a1397f29313caabce5d7b,Paul Hampton
573a1397f29313caabce5d7b,Joe Silver
573a1397f29313caabce5d7b,Lynn Lowry
573a1397f29313caabce5d7b,Allan Kolman
573a1397f29313caabce5d8d,Louis Seigner
573a1397f29313caabce5d8d,Roland Bertin
573a1397f29313caabce5d8d,Michael Lonsdale
573a1397f29313caabce5d8d,Ivo Garrani
573a1397f29313caabce5d93,Dharmendra
573a1397f29313caabce5d93,Sanjeev Kumar
573a1397f29313caabce5d93,Hema Malini
573a1397f29313caabce5d93,Amitabh Bachchan
573a1397f29313caabce5d95,Lena Nyman
573a1397f29313caabce5d95,Tage Danielsson
573a1397f29313caabce5d95,Georg èrlin
573a1397f29313caabce5d95,Margaretha Krook
573a1397f29313caabce5da2,Bruce Dern
573a1397f29313caabce5da2,Barbara Feldon
573a1397f29313caabce5da2,Michael Kidd
573a1397f29313caabce5da2,Geoffrey Lewis
573a1397f29313caabce5da3,Gian Maria Volontè
573a1397f29313caabce5da3,Annie Girardot
573a1397f29313caabce5da3,Renato Salvatori
573a1397f29313caabce5da3,Gabriele Lavia
573a1397f29313caabce5da4,Katharine Ross
573a1397f29313caabce5da4,Paula Prentiss
573a1397f29313caabce5da4,Peter Masterson
573a1397f29313caabce5da4,Nanette Newman
573a1397f29313caabce5dbe,Jack Thompson
573a1397f29313caabce5dbe,Max Cullen
573a1397f29313caabce5dbe,Robert Bruning
573a1397f29313caabce5dbe,Jerry Thomas
573a1397f29313caabce5dc3,Grigore Grigoriu
573a1397f29313caabce5dc3,Svetlana Toma
573a1397f29313caabce5dc3,Barasbi Mulayev
573a1397f29313caabce5dc3,Ion Sandri Scurea
573a1397f29313caabce5dc9,Walter Matthau
573a1397f29313caabce5dc9,George Burns
573a1397f29313caabce5dc9,Richard Benjamin
573a1397f29313caabce5dc9,Lee Meredith
573a1397f29313caabce5dd4,Eva Kotamanidou
573a1397f29313caabce5dd4,Aliki Georgouli
573a1397f29313caabce5dd4,Vangelis Kazan
573a1397f29313caabce5dd4,Stratos Pahis
573a1397f29313caabce5dd6,Robert Redford
573a1397f29313caabce5dd6,Faye Dunaway
573a1397f29313caabce5dd6,Cliff Robertson
573a1397f29313caabce5dd6,Max von Sydow
573a1397f29313caabce5de0,Oliver Reed
573a1397f29313caabce5de0,Ann-Margret
573a1397f29313caabce5de0,Roger Daltrey
573a1397f29313caabce5de0,Elton John
573a1397f29313caabce5de7,Karen Black
573a1397f29313caabce5de7,Robert Burton
573a1397f29313caabce5de7,John Karlen
573a1397f29313caabce5de7,George Gaynes
573a1397f29313caabce5df2,Josef Kèstlinger
573a1397f29313caabce5df2,Irma Urrila
573a1397f29313caabce5df2,Hèkan Hagegèrd
573a1397f29313caabce5df2,Elisabeth Erikson
573a1397f29313caabce5df8,Giancarlo Giannini
573a1397f29313caabce5df8,Mariangela Melato
573a1397f29313caabce5df8,Riccardo Salvino
573a1397f29313caabce5df8,Isa Danieli
573a1397f29313caabce5e02,Jean Franèois Cimino
573a1397f29313caabce5e02,Cèsar Chauveau
573a1397f29313caabce5e02,Annie Kovaks
573a1397f29313caabce5e02,Cècile Cousseau
573a1397f29313caabce5e16,Lajos Balèzsovits
573a1397f29313caabce5e16,Pamela Villoresi
573a1397f29313caabce5e16,Franco Branciaroli
573a1397f29313caabce5e16,Teresa Ann Savoy
573a1397f29313caabce5e1a,Philippe Noiret
573a1397f29313caabce5e1a,Romy Schneider
573a1397f29313caabce5e1a,Jean Bouise
573a1397f29313caabce5e1a,Joachim Hansen
573a1397f29313caabce5e1e,Angela Winkler
573a1397f29313caabce5e1e,Mario Adorf
573a1397f29313caabce5e1e,Dieter Laser
573a1397f29313caabce5e1e,Jèrgen Prochnow
573a1397f29313caabce5e33,Elliott Gould
573a1397f29313caabce5e33,Eddie Albert
573a1397f29313caabce5e33,Harry Guardino
573a1397f29313caabce5e33,Godfrey Cambridge
573a1397f29313caabce5e41,Thierno Leye
573a1397f29313caabce5e41,Myriam Niang
573a1397f29313caabce5e41,Seune Samb
573a1397f29313caabce5e41,Fatim Diagne
573a1397f29313caabce5e5f,Gèsta Ekman
573a1397f29313caabce5e5f,Max von Sydow
573a1397f29313caabce5e5f,Birgitta Andersson
573a1397f29313caabce5e5f,Anna Godenius
573a1397f29313caabce5e62,Sean Connery
573a1397f29313caabce5e62,Candice Bergen
573a1397f29313caabce5e62,Brian Keith
573a1397f29313caabce5e62,John Huston
573a1397f29313caabce5e69,Rèmi Laurent
573a1397f29313caabce5e69,Stèphane Hillel
573a1397f29313caabce5e69,Vèronique Delbourg
573a1397f29313caabce5e69,Sophie Barjac
573a1397f29313caabce5e9b,Derek Jacobi
573a1397f29313caabce5e9b,George Baker
573a1397f29313caabce5e9b,Margaret Tyzack
573a1397f29313caabce5e9b,Sièn Phillips
573a1397f29313caabce5ef4,Robert De Niro
573a1397f29313caabce5ef4,Gèrard Depardieu
573a1397f29313caabce5ef4,Dominique Sanda
573a1397f29313caabce5ef4,Francesca Bertini
573a1397f29313caabce5ef9,Louis de Funès
573a1397f29313caabce5ef9,Coluche
573a1397f29313caabce5ef9,Ann Zacharias
573a1397f29313caabce5ef9,Julien Guiomar
573a1397f29313caabce5f02,Tatsuya Fuji
573a1397f29313caabce5f02,Eiko Matsuda
573a1397f29313caabce5f02,Aoi Nakajima
573a1397f29313caabce5f02,Yasuko Matsui
573a1397f29313caabce5f09,Dustin Hoffman
573a1397f29313caabce5f09,Robert Redford
573a1397f29313caabce5f09,Jack Warden
573a1397f29313caabce5f09,Martin Balsam
573a1397f29313caabce5f15,Marialuisa Giovannini
573a1397f29313caabce5f15,Nèstor Garay
573a1397f29313caabce5f15,Maurizio Micheli
573a1397f29313caabce5f15,Maurizio Nichetti
573a1397f29313caabce5f1f,William Holden
573a1397f29313caabce5f1f,Shirley Knight
573a1397f29313caabce5f1f,Franco Nero
573a1397f29313caabce5f1f,Anthony Quayle
573a1397f29313caabce5f2a,Nicole Fèlix
573a1397f29313caabce5f2a,Chantal Mercier
573a1397f29313caabce5f2a,Jean-Franèois Stèvenin
573a1397f29313caabce5f2a,Virginie Thèvenet
573a1397f29313caabce5f2e,Doug McClure
573a1397f29313caabce5f2e,Peter Cushing
573a1397f29313caabce5f2e,Caroline Munro
573a1397f29313caabce5f2e,Cy Grant
573a1397f29313caabce5f2f,Liv Ullmann
573a1397f29313caabce5f2f,Erland Josephson
573a1397f29313caabce5f2f,Aino Taube
573a1397f29313caabce5f2f,Gunnar Bjèrnstrand
573a1397f29313caabce5f3e,Walter Matthau
573a1397f29313caabce5f3e,Tatum O'Neal
573a1397f29313caabce5f3e,Vic Morrow
573a1397f29313caabce5f3e,Joyce Van Patten
573a1397f29313caabce5f41,Austin Stoker
573a1397f29313caabce5f41,Darwin Joston
573a1397f29313caabce5f41,Laurie Zimmer
573a1397f29313caabce5f41,Martin West
573a1397f29313caabce5f48,Isabelle Adjani
573a1397f29313caabce5f48,Gèrard Depardieu
573a1397f29313caabce5f48,Marie-France Pisier
573a1397f29313caabce5f48,Jean-Claude Brialy
573a1397f29313caabce5f5c,Joseph Bologna
573a1397f29313caabce5f5c,Stockard Channing
573a1397f29313caabce5f5c,John Beck
573a1397f29313caabce5f5c,Rene Auberjonois
573a1397f29313caabce5f68,Billy Dee Williams
573a1397f29313caabce5f68,James Earl Jones
573a1397f29313caabce5f68,Richard Pryor
573a1397f29313caabce5f68,Rico Dawson
573a1397f29313caabce5f7a,John Travolta
573a1397f29313caabce5f7a,Glynnis O'Connor
573a1397f29313caabce5f7a,Robert Reed
573a1397f29313caabce5f7a,Diana Hyland
573a1397f29313caabce5f8a,Franciszek Pieczka
573a1397f29313caabce5f8a,Mariusz Dmochowski
573a1397f29313caabce5f8a,Jerzy Stuhr
573a1397f29313caabce5f8a,Jan Skotnicki
573a1397f29313caabce5f8d,Scott Baio
573a1397f29313caabce5f8d,Florrie Dugger
573a1397f29313caabce5f8d,Jodie Foster
573a1397f29313caabce5f8d,John Cassisi
573a1397f29313caabce5f8f,David Carradine
573a1397f29313caabce5f8f,Ronny Cox
573a1397f29313caabce5f8f,Melinda Dillon
573a1397f29313caabce5f8f,Gail Strickland
573a1397f29313caabce5f95,Nino Manfredi
573a1397f29313caabce5f95,Maria Luisa Santella
573a1397f29313caabce5f95,Francesco Anniballi
573a1397f29313caabce5f95,Maria Bosco
573a1397f29313caabce5f9e,Paul Newman
573a1397f29313caabce5f9e,Joel Grey
573a1397f29313caabce5f9e,Kevin McCarthy
